Date,BA,BK,BN,BS,DK,GB,HC,JK,LB,LM,LR,LS,MK,PK,TC,TR,WB,MB,MD,TP,Gulf_1,Ocean_1
2007-10-14,28.816,29.719,26.157,22.343,26.95,21.512,0.311,35.169,16.956,9.025,35.195,5.49,35.587,33.662,1.237,0.285,29.213,24.5712,23.792,26.072,34.9,35.83
2007-10-15,27.865,29.525,26.538,22.66,26.326,23.057,0.31,33.876,16.344,8.826,34.545,5.88,35.512,33.61,1.044,0.284,28.882,25.0391,23.932,26.136,34.39,35.8
2007-10-16,29.092,29.265,26.332,23.604,26.144,25.358,0.343,33.999,17.033,11.552,34.328,5.524,35.888,33.818,1.169,0.288,28.61,24.79835,23.48,25.797,34.51,35.77
2007-10-17,30.689,29.63,27.189,23.8,26.789,26.532,0.4,34.545,15.986,13.88,34.724,6.052,36.344,34.233,18.807,0.303,29.38,23.21295,24.077,23.046,34.96,35.74
2007-10-18,29.825,30.327,26.616,23.592,26.409,24.422,0.461,34.847,16.436,12.896,34.891,5.646,36.341,34.433,17.311,0.325,29.578,25.20115,16.471,26.25,35.13,35.7
2007-10-19,30.498,30.542,26.596,23.226,25.69,23.282,0.552,35.308,14.558,12.439,34.608,5.295,36.355,34.489,13.842,0.335,29.969,26.47935,13.605,26.152,35.19,35.67
2007-10-20,30.045,30.916,27.039,23.157,25.318,21.835,0.526,35.24,14.294,13.087,34.683,6.055,36.29,34.379,11.587,0.342,29.785,22.74615,16.487,25.76,35.15,35.64
2007-10-21,28.362,30.544,27.261,20.885,25.296,20.532,0.386,34.962,16.564,13.223,34.592,5.214,35.756,34.024,2.383,0.35,29.014,25.9302,19.186,25.676,34.83,35.61
2007-10-22,28.16,29.733,27.635,20.471,25.357,20.686,0.394,33.887,15.75,12.691,34.671,4.01,35.645,34.546,2.282,0.349,28.859,25.24605,16.932,25.486,34.69,35.57
2007-10-23,28.808,28.94,27.21,19.616,25.269,19.063,0.414,33.65,14.681,12.761,34.374,3.567,35.482,35.026,2.531,0.348,28.641,21.85625,15.965,25.341,34.63,35.54
2007-10-24,29.343,29.296,27.142,21.258,25.243,18.951,0.457,33.991,13.665,11.806,34.54,4.902,35.846,35.262,5.804,0.35,28.913,25.95435,14.585,25.439,34.91,35.51
2007-10-25,30.008,30.87,27.071,22.881,25.498,19.238,0.468,34.548,13.078,11.639,34.866,5.477,36.41,35.196,6.117,0.36,29.256,23.60305,20.133,25.524,35.25,35.47
2007-10-26,28.952,31.604,26.195,22.525,26.15,17.116,0.422,33.356,13.64,13.105,34.544,6.205,36.419,33.821,3.124,0.367,28.628,23.18655,22.631,24.811,34.53,35.44
2007-10-27,27.265,30.186,26.305,20.128,25.527,17.619,0.365,32.435,13,11.838,33.945,4.86,35.771,33.713,2.081,0.364,27.764,24.0393,21.121,23.785,33.97,35.4
2007-10-28,27.038,29.548,26.49,20.16,26.467,17.407,0.298,32.525,13.093,11.178,33.479,4.701,36.258,33.695,1.666,0.353,26.563,24.32055,19.511,23.657,33.99,35.37
2007-10-29,26.426,28.476,24.642,22.172,26.332,17.421,0.572,32.064,12.711,7.813,32.873,4.842,36.22,34.254,1.259,0.35,26.424,26.3733,20.06,24.179,33.85,35.34
2007-10-30,25.986,27.394,25.229,23.291,24.368,19.67,6.415,32.05,13.681,6.659,31.952,5.744,36.416,33.949,1.039,0.35,26.504,24.6022,21.976,24.607,33.59,35.3
2007-10-31,25.586,26.138,25.188,23.807,24.71,20.213,13.282,30.962,15.378,5.958,31.089,6.063,35.703,34.318,0.907,0.343,26.484,24.5437,24.948,24.874,33.02,35.27
2007-11-01,26.548,25.557,25.283,23.81,24.869,12.045,15.887,29.905,15.378,7.896,30.98,6.596,36.865,34.769,0.936,0.33,25.68,24.44485,26.844,24.597,33.13,35.23
2007-11-02,30.149,27.716,25.982,23.271,24.093,24.955,16.539,33.066,18.191,14.979,31.317,10.745,37.272,35.053,17.047,0.321,25.902,22.67495,26.745,24.336,34.18,35.19
2007-11-03,30.229,33.05,26.246,23.614,25.61,19.432,16.614,34.885,17.541,17.276,31.194,13.706,37.229,34.692,17.185,0.33,26.314,24.51535,27.353,24.19,34.5,35.16
2007-11-04,27.119,33.695,25.865,23.25,25.877,16.525,17.105,35.001,18.01,15.243,30.596,14.55,37.141,34.731,4.69,0.348,27.004,26.33895,25.907,24.411,34.37,35.12
2007-11-05,28.776,31.95,24.205,23.124,25.052,16.847,18.537,35.645,17.969,15,30.17,15.353,37.004,34.67,8.112,0.357,27.652,25.89075,25.642,24.538,34.37,35.09
2007-11-06,29.294,33.824,23.704,23.425,24.825,21.343,20.685,36.381,19.126,15.42,29.891,15.791,37.075,34.811,19.672,0.373,27.365,24.548,25.662,24.62,34.54,35.05
2007-11-07,28.967,35.949,24.518,24.396,24.992,18.998,19.823,37.806,18.524,15.733,29.908,16.161,36.858,34.851,18.042,0.387,26.884,24.149,25.305,24.74,34.86,35.01
2007-11-08,29.265,36.45,24.908,24.066,25.073,18.456,18.376,37.977,17.931,16.475,30.256,16.383,35.865,34.657,11.241,0.399,26.409,23.961,24.847,24.892,34.69,34.98
2007-11-09,28.858,36.55,24.089,24.035,25.356,17.703,18.791,37.647,18.457,16.352,29.952,16.529,34.795,34.408,5.732,0.409,26.392,24.249,24.698,24.983,34.2,34.94
2007-11-10,28.399,36.613,23.719,24.222,25.198,16.46,20.123,37.634,18.905,16.802,30.215,16.526,33.85,34.083,5.819,0.411,26.314,23.75,25.574,25.107,33.95,34.9
2007-11-11,27.773,36.507,23.442,24.281,25.737,15.227,18.478,37.567,19.237,16.304,30.799,16.425,32.949,33.808,5.139,0.412,26.224,23.889,25.181,25.225,33.78,34.87
2007-11-12,27.586,35.285,23.98,23.916,25.955,17.255,16.568,37.551,19.768,14.912,31.243,16.209,34.14745,33.678,5.629,0.419,26.664,23.596,24.323,25.318,34.15,34.83
2007-11-13,27.865,35.024,24.067,24.134,26.021,18.315,19.364,37.642,20.025,16.1,31.85,16.029,32.24885,33.635,8.315,0.425,26.942,23.34,24.58,25.444,33.84,34.79
2007-11-14,28.669,36.791,23.754,24.347,25.796,17.238,16.904,37.441,20.293,15.973,32.208,16.193,31.781,33.52,6.882,0.426,27.051,22.933,25.448,25.483,33.74,34.76
2007-11-15,28.837,36.736,24.317,24.668,25.856,14.953,17.103,37.384,20.506,15.299,32.957,15.658,31.511,33.149,6.119,0.43,27.128,22.886,24.813,25.451,33.75,34.72
2007-11-16,27.622,35.833,24.039,24.974,26.13,13.381,13.87,37.344,20.491,14.482,34.348,15.382,31.479,32.688,3.214,0.438,26.881,22.887,24.244,25.518,33.96,34.68
2007-11-17,27.495,35.805,22.449,24.903,26.463,11.444,15.503,36.797,20.387,15.249,34.436,15.619,31.611,32.558,8.233,0.431,27.009,23.395,24.183,25.449,33.85,34.64
2007-11-18,27.676,34.989,21.941,24.52,26.487,13.861,16.539,36.527,20.71,15.911,32.714,15.713,31.865,32.699,15.795,0.438,27.114,23.112,23.495,25.579,33.45,34.61
2007-11-19,27.575,34.468,22.409,25.067,26.514,15.37,17.023,36.337,21.089,16.306,32.04,15.687,32.098,32.964,11.038,0.442,26.884,22.637,24.122,25.467,33.36,34.57
2007-11-20,26.721,34.147,22.804,24.616,26.556,16.925,16.158,36.129,21.416,14.842,31.515,15.919,32.431,32.995,4.465,0.452,27.109,22.208,24.068,25.693,33.27,34.53
2007-11-21,26.991,33.097,23.524,26.229,26.631,21.19,19.608,36.675,21.337,16.931,31.532,15.293,32.416,34.464,14.688,0.457,28.298,22.285,24.13,25.995,33.77,34.5
2007-11-22,26.893,33.592,23.751,26.192,26.692,24.435,20.366,37.832,21.454,17.745,31.753,15.632,32.25,34.847,24.402,0.46,28.116,22.847,24.273,26.114,34.17,34.46
2007-11-23,28.539,35.608,23.725,25.774,26.728,23.476,20.062,36.552,22.016,17.783,32.307,16.328,32.295,34.485,24.155,0.469,27.902,23.786,23.109,25.374,33.91,34.42
2007-11-24,28.002,36.473,23.656,25.484,26.378,23.485,18.949,35.033,23.287,16.918,33.096,16.898,32.526,34.029,22.557,0.478,28.115,23.008,24.14,25.385,33.67,34.38
2007-11-25,28.243,34.607,24.069,25.649,26.372,22.682,17.289,36.078,23.315,16.549,32.489,16.625,32.602,34.294,23.019,0.502,28.664,23.145,24.389,25.404,33.87,34.35
2007-11-26,28.114,32.057,24.413,25.853,26.475,22.245,17.411,36.928,23,16.649,32.637,16.439,32.766,34.299,22.958,0.52,28.669,23.257,23.837,25.476,34.16,34.31
2007-11-27,27.884,32.88,24.439,25.683,26.444,21.637,16.743,37.52,22.888,16.346,32.813,16.287,32.911,33.539,17.363,0.53,28.351,23.067,22.886,25.578,34.2,34.28
2007-11-28,27.407,34.424,24.663,25.006,26.41,20.364,16.331,37.662,22.963,16.695,32.407,16.863,33.099,33.006,8.822,0.535,28.884,22.566,21.316,26.311,34.04,34.24
2007-11-29,27.084,34.399,25.127,24.207,26.341,18.835,13.161,37.851,22.935,16.161,31.564,16.497,33.227,32.875,7.7,0.552,28.504,22.37,21.264,26.324,33.88,34.2
2007-11-30,27.25,35.274,24.87,24.735,26.445,17.013,14.338,37.964,22.87,15.638,31.566,16.692,33.308,32.643,8.373,0.562,28.22,22.282,21.224,26.346,33.87,34.17
2007-12-01,27.098,36.237,24.784,24.519,26.36,15.545,13.523,37.925,22.913,15.241,31.291,16.324,33.47,32.479,8.328,0.564,27.922,21.818,21.907,26.421,33.79,34.13
2007-12-02,26.764,36.496,24.879,24.831,26.4,15.786,12.959,37.964,22.839,14.673,30.738,16.354,33.606,32.46,13.897,0.563,28.167,21.83,22.819,26.504,33.69,34.1
2007-12-03,27.229,36.687,24.636,25.408,26.46,15.816,12.873,37.892,22.814,14.892,31.162,16.429,33.652,32.467,14.385,0.57,27.738,22.963,23.018,26.044,33.79,34.06
2007-12-04,27.845,37.403,24.435,25.625,26.577,13.677,13.133,36.422,21.581,15.181,33.561,16.46,33.667,32.663,16.875,0.573,28.013,23.927,23.8667,25.779,34.08,34.03
2007-12-05,28.458,37.506,24.804,26.051,26.428,13.322,13.281,35.116,21.027,15.756,33.202,16.482,33.858,32.833,20.161,0.557,28.047,24.019,26.4937,25.793,33.75,34
2007-12-06,28.31,36.592,25.054,26.37,26.409,14.854,13.382,34.366,21.883,15.68,33.939,17.2,34.065,32.875,22.816,0.584,28.088,23.875,25.06995,25.824,33.81,33.96
2007-12-07,27.905,36.596,25.097,26.023,26.542,15.609,13.547,34.655,21.544,15.729,32.551,17.28,34.126,32.699,21.86,0.598,28.443,23.716,23.043,25.864,33.51,33.93
2007-12-08,27.559,36.841,25.516,25.98,26.582,16.47,13.467,35.226,22.805,15.344,32.799,16.999,34.233,32.482,17.644,0.605,28.758,23.705,22.779,25.965,33.69,33.9
2007-12-09,31.15925,37.059,25.861,24.55,26.415,17.442,13.417,35.582,22.094,14.174,32.403,16.847,34.358,32.147,8.193,0.602,29.149,23.862,22.429,25.991,33.62,33.87
2007-12-10,32.91805,37.108,26.155,25.065,26.485,17.976,14.144,35.77,23.236,14.282,32.485,16.505,34.393,31.979,10.222,0.607,29.057,23.622,22.426,26.045,33.66,33.83
2007-12-11,32.1392,37.03,25.881,25.418,26.467,19.295,15.431,36.277,22.596,13.972,32.621,16.34,34.405,31.84,13.254,0.628,28.969,23.604,22.446,26.134,33.79,33.8
2007-12-12,30.93245,36.911,25.306,25.384,26.611,20.987,17.272,36.38,23.892,13.372,32.572,16.606,34.379,31.883,11.668,0.632,27.963,23.562,22.6,26.437,33.8,33.77
2007-12-13,32.1893,36.088,25.777,25.741,26.612,22.857,18.508,36.241,24.458,14.592,32.338,17.224,33.948,31.885,18.234,0.643,27.441,23.55,22.699,26.494,33.6,33.74
2007-12-14,29.839,31.912,25.334,27.161,26.54,24.734,19.242,34.865,24.387,16.224,31.709,17.379,32.271,34.146,23.689,0.65,28.153,23.862,22.729,26.541,33.25,33.71
2007-12-15,30.811,30.34,24.836,27.266,26.641,25.539,18.817,34.89,23.615,17.372,31.433,17.852,32.245,34.748,24.695,0.655,28.217,24.335,23.256,26.499,33.33,33.69
2007-12-16,31.8,31.574,24.845,27.242,26.701,26.502,17.507,35.063,23.528,16.252,31.829,18.321,32.06,34.571,24.672,0.659,28.558,23.634,23.369,26.334,33.38,33.66
2007-12-17,30.878,33.778,24.48,27.157,26.713,22.386,17.09,35.023,23.757,14.928,32.807,18.988,32.351,32.906,14.779,0.644,27.204,22.936,22.9,26.533,33.27,33.63
2007-12-18,29.485,34.329,24.372,27.409,26.558,15.003,17.772,35.093,24.597,14.974,32.28,18.775,33.083,32.516,11.941,0.676,27.785,23.72,23.74,26.374,33.24,33.6
2007-12-19,29.65,34.736,24.917,27.507,26.35,15.363,18.164,34.76,25.506,15.89,31.708,19.042,33.476,32.855,18.664,0.676,28.019,23.427,24.283,26.397,33.2,33.58
2007-12-20,29.99,35.254,25.088,27.278,26.477,20.879,17.931,34.364,24.977,16.414,31.878,18.738,33.692,33.025,24.376,0.675,27.793,23.436,25.535,26.301,33.24,33.55
2007-12-21,31.125,35.154,25.93,26.769,26.567,25.398,17.902,33.384,24.221,16.839,33.185,18.639,33.829,33.951,24.658,0.682,27.923,24.196,25.244,26.336,33.59,33.53
2007-12-22,30.789,34.635,25.974,27.201,26.759,22.474,17.93,32.583,24.523,16.687,33.588,19.074,33.863,33.726,23.815,0.69,27.324,24.098,24.878,26.329,33.44,33.51
2007-12-23,31.536,34.534,26.035,27.328,26.825,23.577,17.938,32.852,25.015,17.024,34.165,19.487,33.8,33.618,25.216,0.711,27.526,24.311,25.048,26.262,33.61,33.48
2007-12-24,30.471,34.372,26.228,28.316,26.546,23.305,18.103,33.252,24.995,17.03,34.978,20.654,33.686,33.778,23.817,0.742,27.555,24.14,26.203,25.989,33.92,33.46
2007-12-25,29.063,34.286,26.495,28.087,26.582,23.925,18.114,33.46,24.793,17.583,34.529,20.708,33.585,33.784,24.695,0.773,27.478,24.564,26.458,26.022,33.84,33.44
2007-12-26,29.819,33.735,26.626,27.833,26.429,24.189,18.304,33.777,24.807,17.865,33.996,19.928,33.419,33.799,25.042,0.76,27.64,24.795,26.201,25.892,33.75,33.42
2007-12-27,29.774,33.269,26.683,27.587,26.747,26.242,18.239,34.016,25.356,18.32,33.791,20.023,33.266,33.798,25.211,1.778,27.764,24.882,26.309,25.955,33.72,33.4
2007-12-28,29.243,33.398,26.843,27.559,26.753,29.169,18.58,34.153,26.887,18.19,33.621,20.243,33.257,33.949,25.087,6.482,28.332,24.674,26.325,26.398,33.74,33.38
2007-12-29,29.134,33.668,27.101,27.664,26.71,29.478,18.817,34.368,26.61,18.023,33.719,20.082,33.287,33.928,24.985,7.905,28.657,24.648,26.435,26.531,33.83,33.36
2007-12-30,29.024,34.243,27.289,27.715,27.034,29.115,19.2,34.595,25.991,18.088,33.716,20.138,33.367,34.239,25.124,7.925,28.642,24.762,26.51,26.545,33.98,33.35
2007-12-31,29.001,34.488,27.364,27.675,27.219,29.055,18.728,34.748,25.869,17.998,33.833,20.176,33.484,33.674,22.933,6.45,28.956,24.883,26.282,26.697,33.93,33.33
2008-01-01,29.61,34.542,26.976,27.718,27.094,29.728,18.805,34.766,26.037,17.939,33.88,20.459,33.41,33.684,20.767,2.857,29.176,24.757,26.137,26.891,33.94,33.31
2008-01-02,29.197,34.334,27.229,27.899,27.132,26.994,18.065,34.98,26.288,16.276,34.638,19.776,33.542,34.035,14.98,1.034,29.041,24.158,26.241,26.723,34.3,33.3
2008-01-03,28.819,35.543,27.034,27.826,27.021,26.7201,19.475,35.683,25.935,16.734,35.317,20.004,33.877,34.478,14.353,0.944,28.288,25.34,26.197,26.823,34.84,33.29
2008-01-04,28.349,36.037,26.812,27.989,27.323,26.4293,21,35.821,25.72,18.21,35.367,20.483,33.861,34.122,14.77,0.91,28.367,25.525,27.045,27.131,34.79,33.28
2008-01-05,29.023,35.65,26.708,28.725,27.894,29.13895,21.428,35.46,26.883,18.596,35.43,22.113,33.793,33.561,24.061,0.886,28.362,25.593,28.221,27.704,34.56,33.27
2008-01-06,29.608,35.622,26.651,27.879,28.084,23.581,21.766,35.114,27.309,18.849,34.753,21.814,33.645,33.546,26.409,0.889,28.09,25.466,28.236,27.842,34.26,33.26
2008-01-07,29.725,35.531,26.816,27.967,28.227,31.159,21.928,34.795,27.014,19.724,34.305,21.762,33.561,33.977,26.428,0.923,27.907,25.497,28.235,27.82,34.16,33.25
2008-01-08,29.941,35.713,27.247,27.531,28.193,33.357,22.464,34.934,27.052,20.14,34.327,21.713,33.683,34.229,26.217,1.079,28.575,25.685,28.083,27.765,34.29,33.24
2008-01-09,29.428,35.397,27.339,27.995,28.391,33.241,21.927,34.559,27.45,20.606,34.603,22.095,33.733,34.24,25.226,0.963,28.907,25.516,28.766,27.674,34.28,33.23
2008-01-10,29.757,34.871,27.405,27.539,28.605,33.03,21.716,34.538,27.214,20.963,34.807,21.877,33.685,34.25,26.784,0.985,29.244,25.437,29.875,28.013,34.32,33.23
2008-01-11,30.815,34.97,27.609,27.745,28.492,32.244,21.908,34.84,26.248,21.07,34.948,21.947,33.682,34.73,27.262,1.239,29.604,25.535,29.403,28.206,34.55,33.22
2008-01-12,30.371,34.7,27.875,27.757,28.447,31.997,21.949,34.66,25.734,20.887,34.888,22.082,33.622,34.775,27.533,4.787,29.762,25.963,28.954,28.158,34.49,33.22
2008-01-13,29.81,34.772,27.96,27.945,28.434,31.53,21.915,34.434,26.383,20.271,34.995,22.073,33.549,34.685,27.141,7.766,29.659,26.174,28.694,28.19,34.42,33.22
2008-01-14,29.761,34.225,27.817,28.317,28.368,31.471,21.66,34.422,26.361,19.008,35.252,22.34,33.611,34.216,21.636,9.342,29.706,25.802,28.649,28.223,34.38,33.22
2008-01-15,29.334,34.187,27.26,28.627,28.585,26.239,21.486,34.839,25.928,18.714,35.639,22.265,33.832,34.043,17.147,4.282,29.632,25.61,28.659,28.31,34.59,33.22
2008-01-16,28.849,34.532,27.326,28.094,28.663,24.893,22.008,35.262,25.824,19.03,36.056,21.906,33.944,33.806,21.681,1.454,29.593,26.114,28.694,28.293,34.77,33.22
2008-01-17,29.269,34.732,27.698,28.116,28.762,31.508,22.212,35.357,26.513,19.359,35.633,21.589,34.037,33.732,25.35,1.343,29.439,26.498,28.399,28.359,34.69,33.22
2008-01-18,29.603,34.925,27.784,27.935,28.8,31.471,21.707,34.95,26.749,19.875,35.561,22.091,34.106,34.002,23.122,1.264,29.681,26.793,28.265,28.413,34.65,33.23
2008-01-19,30.062,35.232,28.148,28.248,28.854,31.325,21.894,34.869,26.732,20.398,35.515,22.011,34.225,34.391,25.721,1.517,29.698,26.722,28.4,28.483,34.75,33.24
2008-01-20,30.215,34.911,28.255,28.535,28.807,31.068,21.957,34.522,26.718,19.191,35.676,22.676,34.341,34.229,23.495,3.458,29.767,27.5002,28.44,28.574,34.69,33.24
2008-01-21,28.721,34.888,28.119,28.491,28.716,28.0831,23.171,35.044,27.115,18.42,36.255,21.991,34.57,33.389,20.527,1.383,29.709,26.2065,28.734,28.665,34.81,33.25
2008-01-22,28.022,35.331,28.602,28.344,28.856,29.2066,24.264,35.162,26.885,18.214,35.831,21.81,34.496,34.304,21.181,1.252,29.169,26.8117,29.356,28.778,34.95,33.26
2008-01-23,29.008,35.409,28.137,28.684,28.963,26.15665,24.477,34.835,26.325,20.601,35.566,22.678,34.693,34.78,25.567,1.305,29.544,26.50585,29.381,28.97,34.97,33.27
2008-01-24,30.598,34.768,28.004,29.038,28.897,27.66025,24.191,34.703,26.852,21.443,35.931,23.097,34.843,34.723,26.396,3.053,29.794,27.371,30.337,28.739,35.05,33.29
2008-01-25,30.173,34.612,28.312,29.196,29.34275,28.2882,23.496,35.098,27.278,20.698,36.152,23.3,34.964,34.937,23.888,7.506,30.039,27.53345,30.567,28.613,35.29,33.3
2008-01-26,29.336,35.082,28.172,28.774,28.55915,26.81375,23.913,35.569,26.881,21.264,36.044,23.667,35.073,35.02,22.602,6.736,29.752,27.82125,30.351,28.773,35.43,33.32
2008-01-27,30.2,35.02,28.767,29.007,29.2719,27.76045,23.408,35.168,26.111,21.243,36.223,23.512,35.221,35.404,25.069,6.004,30.049,26.20775,30.395,28.956,35.5,33.33
2008-01-28,29.87,35.065,28.25,29.208,26.7953,27.27585,23.214,35.432,26.304,21.394,36.705,23.627,35.376,34.986,22.141,6.75,30.421,26.6469,30.721,29.136,35.62,33.35
2008-01-29,30.244,35.237,28.18,29.315,28.2083,32.236,23.525,35.642,27.219,21.568,36.922,23.555,35.525,35.008,23.845,5.333,30.864,28.19825,30.969,29.315,35.77,33.37
2008-01-30,30.572,35.47,28.499,29.416,28.811,32.416,24.2,35.758,28.028,21.694,36.737,23.956,35.58,35.301,26.826,8.603,31.64,26.4955,30.742,29.425,35.84,33.39
2008-01-31,30.183,36.29,28.328,29.786,28.847,32.601,23.668,36.058,27.91,21.645,35.876,23.858,35.836,35.037,26.781,11.943,31.62,26.6194,30.705,29.659,35.7,33.41
2008-02-01,30.153,37.215,28.909,29.777,28.832,33.164,23.503,36.661,28.159,21.382,35.926,23.944,36.185,35.25,27.237,13.586,31.769,27.43205,30.578,29.878,36.01,33.44
2008-02-02,30.111,37.399,28.809,29.564,28.705,33.248,23.406,36.901,28.074,21.327,36.095,24.517,36.186,34.871,24.949,13.895,31.949,26.83535,30.389,29.842,36.01,33.46
2008-02-03,29.595,37.627,28.512,29.104,28.602,33.643,22.693,37.718,27.136,20.894,36.17,24.249,36.272,34.658,22.351,13.101,31.948,27.394,30.773,29.877,36.2,33.49
2008-02-04,29.787,37.913,28.801,29.104,28.525,33.756,21.873,38.128,28.377,21.212,36.051,24.028,36.259,34.902,22.427,10.493,31.88,27.4644,30.31,29.864,36.34,33.52
2008-02-05,29.808,38.058,29.161,29.391,28.543,34.17,22.201,38.48,28.559,21.362,36.122,23.76,36.291,35.005,24.668,8.791,31.511,27.16965,30.126,29.852,36.47,33.55
2008-02-06,30.629,37.486,29.379,29.341,28.715,34.654,22.624,38.331,28.278,22.368,36.173,24.192,36.378,35.63,26.947,8.225,31.917,27.96455,29.741,29.853,36.63,33.58
2008-02-07,30.937,38.226,29.457,29.337,28.791,34.469,22.964,38.052,27.644,22.298,36.737,24.544,36.427,35.528,25.619,8.364,32.467,26.6544,30.007,29.945,36.69,33.61
2008-02-08,30.927,38.925,29.046,29.577,28.878,35.221,23.744,37.709,28.004,22.178,36.782,24.816,36.4,34.9842,27.861,9.273,32.46,27.51015,29.997,29.81,36.47,33.65
2008-02-09,30.979,39.017,28.63,29.695,28.91,35.911,24.421,37.693,27.76,22.01,36.8,25.003,36.297,33.00075,28.399,12.591,32.87,25.953,29.942,30.163,35.95,33.68
2008-02-10,30.417,38.069,28.544,29.838,29.115,35.95,24.217,37.853,28.301,21.74,36.932,25.113,36.673,34.70445,24.602,13.078,33.2,27.13095,29.99,30.133,36.54,33.72
2008-02-11,30.082,37.937,28.522,30.042,29.255,34.593,24.509,38.113,28.653,21.763,37.165,25.147,36.937,34.3001,22.832,10.629,33.235,28.38995,30.312,30.278,36.63,33.76
2008-02-12,29.996,38.169,29.078,30.351,29.376,34.973,25.533,38.922,26.403,22.368,36.552,25.222,36.953,34.3538,26.152,8.707,33.035,27.6498,30.397,30.529,36.7,33.8
2008-02-13,31.387,38.429,29.219,30.202,29.301,31.965,24.064,38.431,26.428,21.469,36.327,24.616,36.195,33.9509,26.091,8.827,31.546,27.3793,29.388,30.323,36.23,33.84
2008-02-14,31.147,37.784,28.846,30.058,29.32,32.43,22.685,37.758,27.5,21.704,36.487,24.626,36.219,35.215,25.903,12.024,32.155,27.4982,29.581,30.391,36.42,33.88
2008-02-15,30.647,37.659,28.63,30.366,29.759,33.309,22.603,38.042,27.638,21.514,36.773,24.736,36.256,35.376,23.377,11.298,32.623,27.74075,30.239,30.557,36.61,33.92
2008-02-16,30.022,37.876,28.834,30.056,29.849,33.469,22.013,38.377,28.489,21.447,36.803,24.776,36.3,35.279,22.716,7.298,32.883,28.21855,30.199,30.532,36.69,33.97
2008-02-17,29.856,38.286,28.932,30.051,29.829,33.936,21.887,39.131,28.373,21.908,36.519,25.167,36.431,35.152,24.395,5.112,32.895,26.55235,30.204,30.62,36.81,34.01
2008-02-18,30.822,38.881,29.379,29.87,29.741,33.475,22.289,38.873,28.516,22.757,36.915,24.864,36.436,35.203,26.559,4.439,32.919,27.09565,29.963,30.539,36.86,34.06
2008-02-19,30.821,38.598,29.085,29.907,29.699,33.553,22.514,37.472,28.56,21.699,36.868,24.99,35.923,35.093,25.249,4.336,32.944,27.66455,29.781,30.553,36.34,34.11
2008-02-20,30.098,37.974,29.059,30.036,29.646,33.542,22.594,37.623,28.585,21.897,37.078,24.88,36.087,34.996,23.241,3.438,32.959,28.55995,30,30.526,36.45,34.16
2008-02-21,29.735,38.175,29.378,29.934,29.714,33.478,22.625,38.22,28.508,21.942,37.27,24.914,36.233,34.914,24.909,3.089,32.944,27.70145,29.596,30.544,36.66,34.21
2008-02-22,30.443,39.127,29.122,30.058,29.847,33.723,22.074,38.243,28.568,22.331,37.147,25.053,36.403,35.459,26.778,2.83,33.069,27.38735,29.161,30.541,36.81,34.26
2008-02-23,30.998,40.098,29.081,30.008,29.886,34.43,21.769,37.997,28.645,22.114,37.166,24.988,36.529,35.456,26.345,2.773,33.012,28.8718,29.375,30.63,36.79,34.31
2008-02-24,31.211,40.1,29.181,30.239,29.842,35.153,22.469,37.803,28.643,22.113,37.361,25.178,36.646,35.463,26.21,3.13,33.429,29.01835,29.614,30.729,36.82,34.36
2008-02-25,31.243,38.935,29.295,30.522,29.6398,35.403,22.223,37.66,28.608,22.384,37.42,25.277,36.737,35.449,25.618,2.724,33.661,26.9165,29.623,30.768,36.82,34.42
2008-02-26,31.491,39.509,29.367,30.754,29.97395,35.916,22.301,37.691,28.706,22.842,37.353,25.456,36.842,35.576,27.073,2.656,33.666,28.5575,29.728,30.849,36.87,34.47
2008-02-27,30.821,38.124,29.298,30.474,28.4822,34.937,21.663,37.482,28.352,21.779,37.249,25.285,36.766,35.63,26.035,3.569,33.569,27.337,29.219,30.555,36.78,34.53
2008-02-28,31.174,37.709,29.17,30.438,27.77695,33.809,21.158,37.64,28.471,22.276,37.85,25.035,36.918,36.114,23.084,2.492,34.223,29.054,29.888,30.66,37.13,34.59
2008-02-29,31.215,38.663,28.688,30.576,29.03375,32.526,21.544,38.303,28.054,22.244,37.787,25.256,37.31,36.432,22.416,2.292,34.826,28.85565,30.309,30.785,37.46,34.64
2008-03-01,31.072,39.625,28.792,30.42,27.16305,32.589,22.194,38.628,28.787,22.238,38.211,25.47,37.321,36.328,22.529,2.191,34.946,27.244,29.624,30.846,37.62,34.7
2008-03-02,30.901,39.602,29.093,30.223,28.0811,32.617,22.633,38.944,28.835,22.451,38.68,25.673,37.472,36.309,22.766,2.188,35.315,27.80785,29.509,30.963,37.85,34.76
2008-03-03,30.692,40.471,29.544,30.737,29.44905,32.97,22.604,39.348,28.68,22.812,38.929,25.696,37.521,35.856,26.967,2.214,35.78,29.6775,29.704,31.114,37.91,34.82
2008-03-04,31.185,41.164,29.77,31.768,28.28265,35.498,23.606,40.579,28.837,23.674,38.872,25.913,37.464,35.644,28.653,2.309,35.756,29.73395,29.524,31.201,38.14,34.88
2008-03-05,32.034,42.536,29.671,31.407,29.952,36.773,23.714,39.187,28.576,23.735,37.965,25.884,37.335,35.954,27.639,2.348,35.293,28.6932,29.232,31.22,37.61,34.94
2008-03-06,31.986,39.79,29.392,31.368,29.953,37.507,24.263,38.847,29.162,23.433,37.228,26.008,37.122,35.745,28.93,2.812,35.841,28.8716,29.936,31.301,37.24,35.01
