,BA,BK,BN,BS,DK,GB,HC,JK,LB,LM,LR,LS,MK,PK,TC,TR,WB,MB,MD,TP,Gulf_1,Ocean_1
2014-02-15,30.846,33.124,27.499,30.514,28.758,26.979,17.616,32.284,28.072,21.906,32.806,24.947,32.597,34.029,23.185,0.410,30.825,28.816,28.822,31.649,32.930,35.180
2014-02-16,30.795,33.454,27.587,30.873,28.637,25.379,15.150,32.458,28.197,22.290,32.933,25.025,32.738,33.925,17.929,0.405,30.976,28.479,28.939,31.704,33.010,35.200
2014-02-17,30.762,33.588,27.673,30.921,28.612,26.413,14.600,32.783,28.340,22.596,33.194,25.089,32.891,33.940,15.091,0.410,31.092,28.468,29.267,31.762,33.200,35.220
2014-02-18,30.502,33.790,27.815,30.544,28.625,28.678,14.524,33.103,28.507,21.993,33.355,24.888,32.952,34.099,13.792,0.410,30.705,28.613,29.599,31.842,33.380,35.250
2014-02-19,30.664,33.952,27.954,30.394,28.718,30.910,15.582,33.283,28.522,21.251,33.432,24.239,32.962,33.909,13.682,0.411,30.527,28.744,29.556,31.940,33.400,35.270
2014-02-20,31.014,34.167,28.113,30.288,28.718,32.455,15.099,33.612,28.507,21.198,33.535,24.092,33.055,33.854,14.277,0.418,30.574,28.992,29.182,32.046,33.510,35.290
2014-02-21,31.563,34.433,28.160,30.578,28.850,33.418,14.886,34.004,28.349,20.297,33.551,24.197,33.183,34.363,15.569,0.424,30.606,29.143,28.664,32.142,33.780,35.310
2014-02-22,31.484,34.553,28.355,30.279,29.079,32.093,17.071,33.940,28.325,20.499,33.620,24.216,33.296,34.427,16.351,0.427,31.231,29.147,25.745,32.098,33.820,35.340
2014-02-23,31.264,34.928,28.587,30.186,29.154,31.562,15.254,33.853,28.355,20.642,33.711,24.359,33.413,34.151,15.230,0.439,31.553,28.386,26.570,32.094,33.780,35.360
2014-02-24,31.201,35.269,28.457,30.328,29.132,30.105,16.652,33.873,28.424,21.028,33.363,24.371,33.352,34.099,18.046,0.448,31.848,28.702,27.551,32.060,33.670,35.380
2014-02-25,30.973,35.201,28.397,30.442,28.621,28.117,15.438,33.935,28.499,21.245,33.005,24.608,33.165,34.050,19.477,0.452,32.040,28.740,29.806,32.173,33.540,35.410
2014-02-26,31.055,35.291,28.442,30.285,28.043,29.330,16.509,34.270,28.433,21.696,33.044,24.697,33.315,34.167,23.299,0.464,32.299,28.662,29.669,32.308,33.700,35.430
2014-02-27,31.225,34.738,28.673,30.099,28.056,32.589,20.270,33.989,28.636,22.280,33.004,24.896,33.585,34.102,25.409,0.465,32.590,28.581,29.618,32.403,33.670,35.450
2014-02-28,30.910,33.631,28.519,30.249,28.142,31.926,19.205,33.697,28.738,21.751,32.989,25.226,33.503,34.203,22.695,0.468,32.366,28.608,29.238,32.215,33.600,35.480
2014-03-01,30.737,34.032,28.477,30.333,28.277,32.017,17.962,33.775,28.983,21.880,33.265,25.321,33.636,34.056,18.612,0.481,32.474,28.587,29.306,32.191,33.680,35.500
2014-03-02,31.021,34.338,28.746,30.430,28.347,32.455,16.920,33.946,29.282,22.058,33.571,25.186,33.732,34.139,14.195,0.484,32.605,28.534,29.757,32.245,33.850,35.530
2014-03-03,30.693,34.660,28.844,30.520,28.318,33.585,17.074,34.174,29.282,22.134,33.653,24.689,33.764,34.203,15.287,0.494,32.461,28.680,29.869,32.411,33.950,35.550
2014-03-04,30.907,34.771,28.785,30.553,28.411,33.674,18.113,34.137,29.321,22.698,33.660,25.143,33.902,34.145,18.132,0.493,32.583,28.852,29.883,32.448,33.960,35.580
2014-03-05,30.813,35.149,28.653,30.379,28.341,33.855,17.074,34.327,29.342,22.734,33.788,25.129,34.042,34.258,19.736,0.514,32.773,29.053,30.132,32.447,34.100,35.600
2014-03-06,31.226,35.346,28.442,30.376,28.306,33.424,18.237,34.268,29.111,22.801,33.880,24.996,33.906,34.320,22.047,0.505,32.950,28.756,29.336,32.351,34.090,35.630
2014-03-07,32.120,34.569,28.548,30.547,28.067,35.991,18.876,34.019,28.812,22.682,34.157,24.991,33.488,34.636,23.315,0.508,33.842,28.185,28.934,32.391,34.080,35.660
2014-03-08,31.688,34.249,28.251,30.695,28.398,35.913,18.460,33.974,28.926,22.200,34.056,25.283,33.656,34.240,18.210,0.536,34.183,27.833,29.358,32.526,33.980,35.680
2014-03-09,31.240,34.504,28.284,30.577,28.272,34.861,17.260,34.118,29.073,22.967,34.186,25.185,33.769,34.464,15.008,0.526,34.344,27.653,29.705,32.467,34.130,35.710
2014-03-10,31.324,34.777,28.387,30.614,28.369,33.244,17.408,34.225,29.189,22.799,34.319,25.129,33.779,34.470,17.305,0.527,34.457,28.538,29.903,31.938,34.200,35.740
2014-03-11,31.639,35.171,28.562,30.686,28.451,33.757,18.475,34.388,29.258,23.204,34.366,25.110,33.805,34.378,20.856,0.546,34.490,28.924,29.941,31.553,34.230,35.760
2014-03-12,32.347,35.621,28.966,30.532,28.460,36.273,20.935,34.317,29.384,23.284,34.388,25.297,33.942,34.571,22.820,0.722,34.252,28.903,30.002,31.617,34.300,35.790
2014-03-13,32.556,35.208,28.980,30.753,28.621,36.130,20.788,34.199,29.600,22.329,34.245,25.983,33.901,34.599,19.794,5.062,34.680,28.398,29.903,31.660,34.240,35.820
2014-03-14,31.566,35.571,28.886,31.148,28.984,34.420,20.218,34.821,29.927,22.109,34.514,25.948,34.218,35.054,16.527,1.996,35.330,29.104,30.196,31.887,34.650,35.850
2014-03-15,31.131,36.157,28.827,31.081,29.116,35.692,20.877,35.319,30.026,21.749,34.646,25.806,34.202,35.051,15.599,0.607,35.019,29.376,30.353,32.161,34.800,35.870
2014-03-16,31.469,36.671,29.036,31.387,28.871,37.593,20.909,35.539,29.987,22.878,34.787,25.524,34.231,35.075,17.647,0.611,35.042,29.600,30.420,32.128,34.910,35.900
2014-03-17,32.187,36.730,29.345,31.115,28.632,38.184,20.897,35.398,30.020,23.149,34.937,25.599,34.426,34.949,20.830,0.633,35.369,29.898,30.471,32.111,34.930,35.930
2014-03-18,32.901,37.043,29.238,30.943,28.359,38.125,21.761,34.913,30.054,22.439,34.652,25.871,34.429,35.232,23.734,2.907,35.270,29.353,30.495,32.014,34.810,35.960
2014-03-19,32.740,36.427,29.362,31.060,28.505,37.851,22.475,34.902,29.819,22.612,34.764,26.204,34.469,35.195,21.295,8.051,35.301,29.132,30.461,32.142,34.830,35.990
2014-03-20,32.371,36.040,29.466,30.970,28.555,37.667,22.570,35.116,29.468,23.289,35.013,26.364,34.418,35.361,19.590,5.641,35.444,29.171,30.681,32.279,34.980,36.010
2014-03-21,33.040,35.728,29.627,30.912,28.721,37.919,22.478,34.897,29.453,23.986,35.358,26.060,34.431,35.611,21.061,1.812,35.765,29.365,30.809,32.377,35.070,36.040
2014-03-22,33.646,35.818,29.879,30.885,29.113,37.954,22.490,34.880,29.372,24.119,35.733,25.470,34.565,35.617,22.738,0.867,35.977,29.437,30.753,32.240,35.200,36.070
2014-03-23,34.052,36.028,30.071,30.746,29.176,38.119,22.359,34.882,29.651,24.473,35.885,25.514,34.655,35.596,22.116,0.806,36.241,29.504,30.701,32.331,35.250,36.100
2014-03-24,34.586,35.713,30.079,30.994,29.040,38.496,22.304,34.925,29.688,24.748,35.807,25.696,34.690,35.765,21.643,0.780,36.398,29.311,30.961,32.541,35.300,36.130
2014-03-25,34.427,35.048,29.941,30.774,28.770,38.023,22.794,34.813,29.477,24.346,35.816,25.721,34.072,35.744,20.841,0.786,36.320,29.670,30.925,32.478,35.110,36.160
2014-03-26,34.387,34.876,29.539,31.066,28.868,36.370,21.888,34.631,29.747,24.678,35.963,25.806,34.135,35.876,17.315,0.765,36.704,29.339,31.059,32.255,35.150,36.190
2014-03-27,33.193,35.479,29.887,31.151,29.039,37.035,22.878,35.004,29.975,24.273,36.164,25.921,34.378,36.142,17.551,0.786,37.306,30.015,31.327,32.451,35.420,36.220
2014-03-28,32.880,35.802,29.767,31.756,29.129,39.150,23.465,35.677,29.922,23.068,36.195,26.104,34.546,35.938,21.132,0.797,37.036,30.703,31.417,32.600,35.590,36.250
2014-03-29,34.451,35.849,29.799,31.517,28.958,39.802,23.407,35.580,29.867,23.757,36.135,26.507,34.252,35.994,21.865,0.833,36.665,30.935,31.433,32.584,35.490,36.280
2014-03-30,34.092,34.915,29.647,31.069,29.098,38.824,23.113,34.299,29.519,23.428,35.938,26.462,33.891,35.994,23.242,1.997,36.132,30.343,31.315,31.994,35.030,36.310
2014-03-31,33.865,34.749,29.566,31.208,29.163,38.321,23.148,34.744,29.906,23.902,36.253,26.640,33.983,36.225,20.772,2.940,36.783,30.319,31.482,31.947,35.300,36.340
2014-04-01,33.671,35.097,29.522,31.214,29.221,38.956,23.523,35.047,29.947,23.751,36.317,26.642,33.952,36.275,20.562,1.490,36.981,30.466,31.659,31.930,35.400,36.370
2014-04-02,33.409,35.630,29.650,31.075,29.371,39.416,24.230,35.338,30.069,23.191,36.434,26.713,34.053,36.334,18.797,0.927,37.142,30.693,31.755,32.205,35.540,36.400
2014-04-03,33.202,36.219,29.957,31.345,29.497,39.654,24.803,35.923,30.105,23.090,36.486,26.748,34.343,36.417,19.014,0.876,37.185,31.088,31.994,32.298,35.790,36.430
2014-04-04,33.554,36.705,29.630,31.596,29.736,40.144,24.510,36.387,30.197,23.440,36.638,27.319,34.478,36.046,19.855,0.875,36.982,31.361,31.729,32.489,35.890,36.460
2014-04-05,34.102,37.276,30.232,31.623,30.203,40.386,24.499,36.362,30.070,24.269,36.690,27.295,34.562,36.077,21.467,0.900,37.175,31.604,32.135,32.778,35.920,36.490
2014-04-06,34.183,37.730,30.307,31.635,30.566,40.465,24.496,36.146,30.147,24.443,36.797,27.284,34.768,36.470,22.514,0.931,37.542,31.702,32.393,32.892,36.050,36.520
2014-04-07,34.824,38.771,30.576,31.544,30.502,40.367,24.871,36.336,30.145,25.251,37.060,27.387,35.075,36.219,25.749,1.798,37.836,31.755,32.427,32.947,36.170,36.550
2014-04-08,35.402,38.157,30.799,30.770,30.375,41.117,25.085,36.518,30.322,24.221,36.867,27.597,35.445,36.235,27.835,4.782,37.698,31.404,32.705,32.917,36.270,36.580
2014-04-09,35.112,38.185,30.172,31.299,30.595,41.559,25.014,35.534,30.394,22.914,36.476,27.543,34.538,36.972,24.446,4.888,38.037,31.087,33.239,33.126,35.880,36.610
2014-04-10,35.189,36.965,30.664,31.899,30.690,41.613,25.387,36.126,30.544,24.015,36.753,27.692,34.584,37.341,19.879,2.624,38.375,31.168,33.158,33.266,36.200,36.640
2014-04-11,34.816,37.919,30.899,31.893,30.784,40.189,25.532,36.723,30.535,23.945,36.648,27.975,34.971,37.499,19.475,1.325,38.975,31.328,33.132,33.326,36.460,36.670
2014-04-12,34.996,38.228,30.742,31.996,30.797,42.145,25.629,36.560,30.769,23.923,37.058,28.209,34.846,37.304,19.410,1.101,39.068,31.489,33.170,33.355,36.440,36.700
2014-04-13,34.970,38.952,30.538,32.002,30.880,42.783,26.260,36.987,31.050,24.122,37.165,28.396,34.549,36.922,21.390,1.116,38.661,31.618,33.179,33.533,36.410,36.730
2014-04-14,35.716,40.041,30.695,32.157,31.024,42.974,26.801,36.730,31.110,25.704,36.697,28.779,34.282,36.888,28.112,1.585,38.790,31.853,33.258,33.699,36.150,36.770
2014-04-15,36.160,40.629,31.192,32.190,31.181,43.241,27.023,36.181,31.101,25.878,36.358,28.997,34.394,37.145,29.384,6.728,38.918,32.127,33.181,33.750,36.020,36.800
2014-04-16,36.185,38.133,31.308,32.430,31.289,43.885,27.038,35.945,31.210,25.288,36.411,29.081,34.624,37.173,27.024,10.331,38.785,32.183,33.403,33.750,36.040,36.830
2014-04-17,35.929,38.534,31.508,32.527,31.140,43.901,27.409,36.396,31.386,25.542,36.666,29.008,34.626,37.279,25.066,13.407,39.087,32.220,33.701,33.803,36.240,36.860
2014-04-18,35.905,40.815,31.561,32.585,31.004,43.694,28.221,37.117,31.475,25.836,37.000,29.818,34.811,37.409,28.463,14.789,38.763,32.697,33.841,33.919,36.580,36.890
2014-04-19,36.668,41.210,31.804,32.591,31.287,43.659,28.528,36.989,31.550,25.706,36.596,30.016,34.708,37.198,28.926,15.674,38.737,32.979,34.077,34.035,36.370,36.920
2014-04-20,36.667,37.149,31.734,32.658,31.521,44.624,28.998,35.512,31.655,25.290,35.934,29.996,34.489,37.752,30.118,16.739,39.376,32.675,34.332,34.102,35.920,36.950
2014-04-21,36.957,36.418,31.745,32.734,31.611,45.873,29.186,35.243,31.911,25.415,36.411,30.233,34.714,38.272,25.766,18.592,39.799,32.797,34.459,34.102,36.160,36.980
2014-04-22,37.089,37.127,31.355,32.646,31.741,46.256,29.411,35.092,32.014,26.109,36.390,30.296,34.724,38.320,28.628,18.918,40.053,33.132,34.646,34.166,36.130,37.010
2014-04-23,37.577,37.214,31.510,32.625,31.979,45.808,29.883,35.209,32.125,26.605,36.426,30.482,34.837,38.474,29.213,19.909,40.382,33.402,34.767,34.268,36.240,37.040
2014-04-24,38.199,37.229,31.708,32.841,32.086,45.840,30.343,35.300,32.249,27.255,36.336,30.730,34.879,38.219,28.576,21.343,40.528,33.642,34.756,34.335,36.180,37.070
2014-04-25,38.381,37.114,31.765,32.966,32.123,46.014,30.466,35.448,32.344,27.405,36.507,30.975,34.955,38.163,30.656,22.324,40.657,33.748,34.825,34.403,36.270,37.100
2014-04-26,38.760,36.863,32.242,33.060,32.232,46.465,30.502,35.473,32.439,27.753,36.508,31.112,34.996,38.278,30.620,23.090,40.924,33.829,34.951,34.509,36.310,37.130
2014-04-27,38.833,37.245,32.521,33.283,32.254,47.040,30.770,35.673,32.419,28.128,36.565,31.266,35.147,38.340,31.260,23.755,41.026,33.965,35.170,34.608,36.430,37.170
2014-04-28,38.482,38.584,32.652,33.445,32.318,47.471,31.290,36.063,32.588,27.811,36.851,31.543,35.367,38.474,31.653,24.095,41.262,34.121,35.343,34.656,36.690,37.200
2014-04-29,38.631,39.385,33.031,33.616,32.534,47.587,31.626,36.434,32.621,27.720,36.937,31.696,35.538,38.328,32.075,24.654,41.234,34.204,35.525,34.710,36.810,37.230
2014-04-30,38.581,39.911,33.310,33.695,32.820,47.441,31.914,37.039,32.605,27.930,37.129,31.540,35.995,38.262,32.275,25.050,41.354,34.285,35.768,34.864,37.110,37.260
2014-05-01,38.512,40.270,33.534,33.909,32.809,48.452,32.299,37.432,32.678,28.127,37.433,31.712,36.338,38.337,31.891,25.476,41.453,34.373,35.843,35.291,37.390,37.290
2014-05-02,38.809,40.336,34.008,33.888,32.833,48.052,32.436,37.598,32.775,28.503,37.669,31.947,36.559,38.169,32.303,25.761,41.557,34.512,35.773,35.363,37.500,37.320
2014-05-03,39.149,35.246,34.054,33.475,32.826,46.828,32.333,36.984,32.859,27.871,37.505,31.636,36.100,38.050,30.278,25.248,41.188,34.379,35.521,35.184,37.160,37.350
2014-05-04,39.283,36.368,34.213,34.078,32.868,46.882,32.023,36.957,32.953,27.556,37.030,31.704,36.003,38.727,29.984,25.064,41.669,34.350,35.575,35.319,37.180,37.380
2014-05-05,39.106,37.677,34.358,34.571,32.956,47.840,32.239,37.331,33.148,27.618,36.700,31.907,36.117,38.896,29.213,24.712,42.587,34.503,35.323,35.412,37.260,37.410
2014-05-06,39.227,38.312,34.328,34.657,33.108,48.389,32.664,37.864,33.445,27.738,37.049,32.121,36.345,38.702,28.816,24.244,42.101,34.722,35.548,35.575,37.490,37.440
2014-05-07,39.186,39.338,34.455,34.627,33.302,47.798,33.213,38.239,33.581,28.116,37.894,32.456,36.983,37.994,29.415,24.139,41.923,34.932,35.957,35.658,37.780,37.470
2014-05-08,39.239,41.430,34.748,34.651,33.485,47.008,33.665,38.260,33.772,27.943,38.946,32.996,37.848,37.795,28.196,24.513,41.446,35.142,36.262,35.797,38.210,37.500
2014-05-09,39.154,42.983,34.814,34.792,33.691,47.403,33.763,39.714,33.977,27.633,38.689,33.435,38.051,36.972,29.340,24.384,41.002,35.309,36.577,36.059,38.360,37.530
2014-05-10,39.431,43.525,34.994,34.921,33.880,46.944,34.213,41.583,34.110,29.418,38.783,33.763,38.368,36.776,31.032,24.200,40.598,35.495,36.859,36.115,38.880,37.560
2014-05-11,39.701,43.783,35.103,34.998,34.069,46.478,34.393,42.695,34.173,28.890,39.239,33.988,39.744,36.891,30.736,24.288,40.686,35.603,37.012,36.227,39.640,37.590
2014-05-12,39.786,43.783,34.845,35.278,34.199,46.778,34.620,43.038,34.335,28.517,39.888,34.215,41.498,36.941,29.504,24.449,40.863,35.734,37.398,36.300,40.340,37.610
2014-05-13,39.565,43.572,34.693,34.832,34.309,46.249,34.713,42.672,34.537,29.341,39.674,34.392,41.969,36.900,29.139,24.580,40.514,35.832,37.704,36.325,40.300,37.640
2014-05-14,39.794,43.703,34.395,34.780,34.416,44.631,34.522,42.793,34.288,31.525,39.200,34.432,42.306,36.786,33.038,24.002,40.064,35.696,37.483,36.485,40.270,37.670
2014-05-15,39.548,42.463,34.617,34.875,34.361,43.458,34.213,42.016,33.842,31.112,39.169,34.426,42.080,36.684,33.708,24.868,40.006,35.573,37.719,36.209,39.990,37.700
2014-05-16,38.150,42.726,34.050,34.599,34.199,43.149,34.286,41.529,33.831,29.412,37.946,34.415,40.817,36.800,31.494,25.320,38.458,35.577,37.515,35.906,39.270,37.730
2014-05-17,38.823,44.416,34.147,34.965,34.615,45.707,34.507,42.010,34.171,29.437,37.865,34.425,41.010,36.753,29.664,23.772,38.739,35.729,37.620,36.160,39.410,37.760
2014-05-18,37.533,45.178,34.252,35.324,34.663,47.636,34.624,42.756,34.710,29.742,37.890,34.597,40.822,36.937,29.333,23.037,38.490,35.974,37.973,36.399,39.600,37.790
2014-05-19,37.793,45.605,34.652,35.488,34.725,48.447,34.826,43.252,34.678,29.858,38.182,34.780,40.624,36.252,28.863,23.078,38.548,36.172,38.296,34.069,39.580,37.810
2014-05-20,37.568,45.795,34.782,35.596,35.192,47.905,35.044,43.312,34.734,30.006,38.040,34.974,40.871,36.237,28.737,23.055,38.910,36.571,38.661,34.957,39.620,37.840
2014-05-21,37.749,45.795,34.850,35.494,35.659,46.373,35.220,44.023,34.727,30.070,38.219,35.140,40.978,36.648,33.152,22.647,38.924,36.627,39.048,34.183,39.970,37.870
2014-05-22,37.903,45.532,34.997,35.429,36.173,45.657,35.423,44.021,34.820,30.462,38.243,35.263,40.781,36.690,34.240,22.105,38.785,36.894,39.179,35.783,39.930,37.900
2014-05-23,38.535,46.260,35.033,35.398,36.485,46.620,35.651,44.235,34.984,30.577,38.558,35.456,40.016,36.642,34.026,22.524,39.011,37.066,39.371,35.326,39.860,37.930
2014-05-24,38.812,47.870,35.060,35.494,36.600,46.204,35.830,44.292,35.095,30.744,38.701,35.605,39.602,36.624,34.501,24.350,39.273,37.235,39.572,35.276,39.800,37.950
2014-05-25,38.955,48.396,35.158,35.599,36.722,46.472,36.086,44.511,35.211,30.908,38.761,35.754,39.868,36.652,34.811,25.844,39.451,37.486,39.785,34.082,39.950,37.980
2014-05-26,38.932,46.331,35.216,35.731,36.704,46.469,36.306,44.859,35.288,31.313,39.003,35.994,40.233,36.652,35.297,26.920,39.866,37.712,40.129,35.026,40.190,38.010
2014-05-27,38.914,44.458,35.114,35.858,36.669,46.646,36.584,45.226,35.450,31.279,38.970,36.311,40.470,36.677,35.048,27.780,39.720,37.961,40.522,36.622,40.340,38.030
2014-05-28,38.491,44.519,34.929,35.608,36.673,46.704,36.662,44.941,35.591,31.938,39.141,36.576,40.620,36.727,35.418,28.230,39.428,38.045,40.771,34.789,40.360,38.060
2014-05-29,38.317,44.590,34.618,35.223,36.351,46.382,36.566,44.505,35.484,32.576,39.254,36.083,40.799,36.888,36.306,28.594,39.539,38.101,40.842,35.459,40.360,38.090
2014-05-30,38.610,44.526,34.740,35.331,36.487,46.014,36.315,44.159,35.153,32.401,39.138,35.989,40.814,36.937,36.128,28.881,39.709,37.960,40.866,36.085,40.260,38.110
2014-05-31,38.753,44.097,34.791,35.509,36.604,46.236,36.516,44.343,35.260,32.456,39.146,36.194,41.177,37.235,36.215,29.195,39.908,38.120,40.956,35.444,40.480,38.140
2014-06-01,38.912,43.634,34.818,35.571,36.578,46.756,36.742,44.982,35.370,32.180,39.388,36.453,41.601,37.549,35.782,29.600,40.069,38.317,40.638,38.530,40.880,38.160
2014-06-02,38.715,42.551,34.444,35.605,36.565,45.921,36.854,45.010,35.434,31.657,39.615,36.432,42.078,37.723,35.206,29.936,39.211,38.283,40.706,38.530,41.110,38.190
2014-06-03,38.413,43.072,34.678,35.694,35.474,45.898,36.860,42.940,35.508,30.958,39.670,36.261,42.227,37.372,33.504,29.726,38.663,38.218,40.750,38.644,40.550,38.210
2014-06-04,38.705,43.432,34.601,35.867,35.821,45.850,36.869,42.776,35.580,33.154,39.521,36.371,42.948,37.189,35.353,29.201,38.983,38.292,40.791,38.805,40.610,38.240
2014-06-05,38.812,44.380,34.662,35.889,34.684,45.364,36.885,42.839,35.703,33.772,39.375,36.589,43.593,37.288,34.344,29.627,39.361,38.356,40.753,38.854,40.770,38.260
2014-06-06,38.786,44.829,34.853,35.873,34.763,45.480,36.978,43.082,35.854,33.545,39.591,36.831,43.534,37.400,35.627,30.409,39.546,38.543,32.428,38.882,40.900,38.290
2014-06-07,38.935,45.438,34.926,35.944,34.944,45.660,37.142,43.240,35.989,33.450,39.707,36.978,43.261,37.540,35.484,30.779,39.741,38.710,33.682,39.061,40.940,38.310
2014-06-08,39.155,45.805,34.994,36.111,33.814,46.336,37.257,43.640,35.989,33.039,39.951,36.961,42.483,37.751,36.495,31.091,40.091,38.647,32.875,39.119,40.960,38.330
2014-06-09,39.550,46.123,35.107,36.232,35.346,46.762,37.304,43.857,36.124,33.040,40.142,36.987,41.928,37.957,35.333,31.366,40.192,38.719,41.642,39.465,40.970,38.360
2014-06-10,39.585,46.636,35.235,36.454,34.658,47.416,37.499,43.667,36.246,33.267,40.127,37.135,41.513,38.209,37.074,31.611,40.260,38.915,41.784,39.995,40.880,38.380
2014-06-11,39.171,45.561,35.214,36.300,35.361,47.798,37.599,42.931,36.438,33.059,40.372,37.209,41.308,38.393,37.167,31.170,40.124,38.948,41.869,39.939,40.750,38.400
2014-06-12,39.106,44.078,34.979,35.960,34.982,47.886,37.090,41.916,35.374,32.968,40.373,37.054,40.383,38.424,36.782,30.249,39.370,38.274,40.728,38.501,40.270,38.430
2014-06-13,39.215,43.429,35.009,36.324,35.675,48.122,36.968,41.526,35.401,32.934,41.013,37.059,40.419,38.918,36.953,30.418,39.424,38.036,40.995,38.447,40.470,38.450
2014-06-14,39.254,43.509,35.016,36.451,34.157,47.798,37.229,41.531,35.477,32.915,41.572,36.966,40.627,39.645,36.891,30.985,39.267,38.045,41.197,38.564,40.840,38.470
2014-06-15,38.982,44.032,35.023,36.631,34.065,48.213,37.546,41.285,35.668,33.101,41.907,37.147,40.814,40.204,36.755,31.148,39.515,38.232,40.974,38.703,41.050,38.490
2014-06-16,39.060,44.867,35.098,36.612,33.508,49.112,37.851,41.525,35.843,33.379,42.211,37.339,40.984,40.496,36.488,31.039,39.922,38.472,40.997,38.820,41.300,38.510
2014-06-17,38.807,44.798,35.105,36.386,34.802,49.952,37.680,41.976,35.933,33.390,41.614,37.423,40.218,40.367,36.337,30.807,39.109,38.595,40.653,38.950,41.040,38.530
2014-06-18,38.377,43.566,34.964,36.259,34.150,50.746,36.711,41.361,35.880,34.180,41.570,37.226,39.454,39.830,37.488,30.873,37.684,38.521,40.593,39.069,40.550,38.550
2014-06-19,37.893,43.981,35.029,36.318,32.845,51.141,36.947,41.671,36.029,34.278,40.806,37.319,39.940,39.681,37.440,31.148,38.539,38.719,40.656,39.273,40.520,38.570
2014-06-20,37.131,42.691,35.131,36.284,31.884,49.563,36.869,41.888,36.122,33.945,40.229,37.392,39.979,39.701,37.065,31.215,38.714,38.794,40.488,39.293,40.450,38.590
2014-06-21,37.204,42.891,35.099,36.318,33.478,48.799,36.563,41.354,36.202,34.046,39.932,37.386,39.955,39.896,36.724,30.653,38.654,38.598,40.342,39.243,40.280,38.610
2014-06-22,37.215,44.023,35.140,36.541,35.019,48.836,36.151,41.011,36.332,34.086,40.888,37.346,39.878,40.106,37.372,30.003,38.746,38.303,40.390,39.026,40.470,38.630
2014-06-23,37.380,44.040,35.272,36.879,39.438,48.366,36.266,40.724,36.456,33.991,41.064,37.902,39.732,40.222,37.534,30.489,39.057,38.408,40.494,39.075,40.440,38.650
2014-06-24,37.575,42.648,35.366,36.959,39.496,48.181,36.259,40.513,36.600,33.901,40.489,38.460,39.875,40.584,36.621,31.457,39.179,38.500,40.403,39.146,40.370,38.670
2014-06-25,37.483,42.496,35.502,36.975,39.681,49.011,35.892,40.826,36.727,33.628,40.587,38.494,39.933,41.120,35.821,30.482,39.535,38.669,40.357,39.184,40.620,38.690
2014-06-26,37.525,41.821,35.554,36.944,39.762,50.489,35.651,40.962,36.832,33.456,40.746,38.618,39.701,41.376,32.817,29.138,39.766,38.851,40.466,39.268,40.700,38.710
2014-06-27,37.591,41.963,35.487,36.885,39.849,50.874,36.603,41.012,36.950,33.505,40.782,38.613,39.450,41.408,32.245,28.944,39.715,39.019,40.457,39.331,40.660,38.720
2014-06-28,37.956,39.620,35.570,36.987,39.833,50.989,37.838,41.007,37.125,33.984,40.871,38.807,39.159,41.632,32.827,28.866,40.130,39.160,40.447,39.399,40.670,38.740
2014-06-29,38.362,39.381,35.504,37.049,39.997,50.724,38.333,41.093,37.236,34.332,40.724,38.930,38.732,41.613,33.807,28.971,40.456,39.276,40.596,39.551,40.540,38.760
2014-06-30,38.653,39.657,35.636,37.077,39.825,49.893,38.533,40.414,37.317,34.158,39.897,38.841,37.496,42.006,33.354,29.055,40.718,39.431,40.953,39.713,39.950,38.780
2014-07-01,38.902,39.601,35.602,37.009,39.483,49.410,38.277,39.652,37.360,33.649,39.321,38.616,37.620,41.721,34.829,30.087,40.445,39.453,41.059,39.685,39.580,38.790
2014-07-02,39.687,40.043,35.657,37.089,39.550,49.192,38.832,38.663,37.381,34.056,38.984,38.776,37.770,41.487,37.599,31.539,40.417,39.645,41.182,39.710,39.230,38.810
2014-07-03,40.005,39.974,35.794,37.515,39.601,48.522,39.230,38.322,37.483,34.222,38.791,38.827,38.066,41.711,38.187,32.969,40.641,39.710,41.095,39.639,39.220,38.820
2014-07-04,39.968,39.984,35.740,37.198,39.864,47.103,39.348,38.525,37.389,34.233,39.012,38.943,38.479,42.117,38.225,33.952,41.031,39.787,41.301,39.685,39.530,38.840
2014-07-05,39.652,38.535,35.657,37.210,39.968,45.995,38.292,38.954,37.250,34.420,39.312,38.862,38.432,42.275,35.828,34.203,40.989,39.813,41.285,39.913,39.740,38.860
2014-07-06,39.697,37.291,35.701,37.332,39.566,44.332,38.036,39.203,37.140,34.487,39.540,38.719,38.271,42.167,35.888,33.836,40.766,39.763,41.030,39.975,39.800,38.870
2014-07-07,39.704,38.172,35.441,37.506,39.325,44.092,36.073,39.599,37.118,34.578,39.835,38.873,38.380,42.367,34.677,32.811,41.050,39.340,40.616,39.957,40.050,38.890
2014-07-08,39.793,38.912,35.523,37.608,39.419,44.297,35.718,39.979,37.116,34.645,39.977,38.934,38.526,42.466,34.252,30.861,41.110,39.191,39.800,39.519,40.240,38.900
2014-07-09,40.012,39.871,35.532,37.555,39.397,44.135,34.882,39.917,36.969,34.277,39.697,39.004,37.793,42.952,34.773,29.438,41.099,39.144,30.987,39.686,40.090,38.910
2014-07-10,39.629,39.526,35.397,37.372,39.102,43.509,32.473,39.601,36.639,32.913,39.636,38.612,36.554,43.455,32.601,27.588,40.779,39.111,30.093,39.260,39.810,38.930
